Kode Item	Nama Item	Jenis	Konversi	Satuan	Harga Pokok	Harga Retail	Harga Grosir
8992727005326	MERRIES S11(1X12)	POPOK	1.00	PCS	15,417	18,000	16,500
8992727005326	MERRIES S11(1X12)	POPOK	12.00	DUS	185,000	190,500	0
8992727005432	MERRIES XL7(1X12)	POPOK	1.00	PCS	15,417	18,000	16,500
8992727005432	MERRIES XL7(1X12)	POPOK	12.00	DUS	185,000	190,500	0
089686000016	MI TELUR BULAT 200G(1X20)	MIE OLAH	1.00	PCS	4,263	5,000	4,500
089686000016	MI TELUR BULAT 200G(1X20)	MIE OLAH	20.00	DUS	85,260	88,000	0
8992770011091	MICIN AJINOMOTO 250g(1X10)	MICIN	1.00	PCS	11,563	13,500	12,150
8992770011091	MICIN AJINOMOTO 250g(1X10)	MICIN	10.00	PAK	115,625	120,500	0
8992770011091	MICIN AJINOMOTO 250g(1X10)	MICIN	80.00	DUS	925,000	943,500	0
8992770011169	MICIN AJINOMOTO 90g(1X10X12)	MICIN	1.00	PCS	4,417	5,000	4,750
8992770011169	MICIN AJINOMOTO 90g(1X10X12)	MICIN	12.00	PAK	53,000	56,250	0
8992770011169	MICIN AJINOMOTO 90g(1X10X12)	MICIN	120.00	DUS	530,000	546,000	0
8994463850017	MIE LOMBOK 490G(1X5)	MIE OLAH	1.00	PCS	7,200	8,500	7,650
8994463850017	MIE LOMBOK 490G(1X5)	MIE OLAH	5.00	PAK	36,000	37,500	0
089686000061	MIE TELUR 3 AYAM 200g(1x20)	MIE OLAH	1.00	PCS	4,125	5,000	4,500
089686000061	MIE TELUR 3 AYAM 200g(1x20)	MIE OLAH	20.00	DUS	82,500	84,500	0
821804791013	MIFKOFE 100G(1X28)	KOPI	1.00	PCS	13,000	15,000	13,800
821804791013	MIFKOFE 100G(1X28)	KOPI	28.00	DUS	364,000	375,000	0
821804793901	MIFKOFE 95G(1X10)	KOPI	1.00	PCS	10,000	13,000	12,000
8997878701677	MILKITA BITES (1X6X30)	SNACK	1.00	PCS	758	1,000	0
8997878701677	MILKITA BITES (1X6X30)	SNACK	30.00	PAK	22,750	26,500	24,500
8997878701677	MILKITA BITES (1X6X30)	SNACK	180.00	DUS	136,499	141,000	0
8997878702018	MILKITA LOLIPOP ALL VARIAN (1X6X3X10)	CANDY	1.00	PCS	733	1,000	0
8997878702018	MILKITA LOLIPOP ALL VARIAN (1X6X3X10)	CANDY	10.00	RCG	7,333	9,000	0
8997878702018	MILKITA LOLIPOP ALL VARIAN (1X6X3X10)	CANDY	30.00	PAK	22,000	24,500	0
8997878702018	MILKITA LOLIPOP ALL VARIAN (1X6X3X10)	CANDY	180.00	DUS	132,000	136,000	0
8997878003153	MILKITA PAK 100g(1X20X40)	CANDY	1.00	PAK	6,700	8,500	7,250
8997878003153	MILKITA PAK 100g(1X20X40)	CANDY	20.00	DUS	134,000	138,500	0
8991999110042	MILKLIFE 115ML CHOCO(1X40)	SUSU UHT	1.00	PCS	2,414	3,000	2,700
8991999110042	MILKLIFE 115ML CHOCO(1X40)	SUSU UHT	40.00	DUS	96,545	99,500	0
8991999111247	MILKLIFE 115ML STRBRY(1X40)	SUSU UHT	1.00	PCS	2,414	3,000	2,700
8991999111247	MILKLIFE 115ML STRBRY(1X40)	SUSU UHT	40.00	DUS	96,545	99,500	0
8991999111148	MILKLIFE 115ML VNL(1X40)	SUSU UHT	1.00	PCS	2,414	3,000	2,700
8991999111148	MILKLIFE 115ML VNL(1X40)	SUSU UHT	40.00	DUS	96,545	99,500	0
8991999117041	MILKLIFE 200ML COKIES&CRM(1X24)	SUSU UHT	1.00	PCS	4,950	6,000	5,250
8991999117041	MILKLIFE 200ML COKIES&CRM(1X24)	SUSU UHT	24.00	DUS	118,800	122,500	0
8991999117140	MILKLIFE 200ML MOCHA(1X24)	SUSU UHT	1.00	PCS	4,634	5,500	5,000
8991999117140	MILKLIFE 200ML MOCHA(1X24)	SUSU UHT	24.00	DUS	111,225	114,500	0
8991999116945	MILKLIFE SHAKE & CAKE 200ML (1X24)	SUSU UHT	1.00	PCS	4,634	5,500	5,000
8991999116945	MILKLIFE SHAKE & CAKE 200ML (1X24)	SUSU UHT	24.00	DUS	111,225	115,000	0
8991999111445	MILKLIFE UHT CKLT 200mL(1X24)	SUSU UHT	1.00	PCS	3,917	5,000	4,250
8991999111445	MILKLIFE UHT CKLT 200mL(1X24)	SUSU UHT	24.00	DUS	94,000	97,000	0
8991999111643	MILKLIFE UHT STRBRY 200mL(1X24)	SUSU UHT	1.00	PCS	3,896	4,500	4,250
8991999111643	MILKLIFE UHT STRBRY 200mL(1X24)	SUSU UHT	24.00	DUS	93,500	97,000	0
8998866202725	MILKU CKLT 200ml(1X12)	MNM	1.00	PCS	2,958	4,000	3,300
8998866202725	MILKU CKLT 200ml(1X12)	MNM	12.00	KRAT	35,500	37,000	0
8998866202732	MILKU STRWBRY 200ml(1X12)	MNM	1.00	PCS	2,958	4,000	3,300
8998866202732	MILKU STRWBRY 200ml(1X12)	MNM	12.00	KRAT	35,500	37,000	0
8992802315128	MILNA BISKUIT BRS MRH 110g (1X48)	MKN BYI	1.00	PCS	16,317	19,000	17,500
8992802315128	MILNA BISKUIT BRS MRH 110g (1X48)	MKN BYI	48.00	DUS	783,216	807,000	0
8992802315067	MILNA BISKUIT JERUK 110g(1X48)	MKN BYI	1.00	PCS	16,317	19,000	17,500
8992802315067	MILNA BISKUIT JERUK 110g(1X48)	MKN BYI	48.00	DUS	783,216	807,000	0
8992802315135	MILNA BISKUIT KCG HIJAU 110g (1X48)	MKN BYI	1.00	PCS	16,317	19,000	17,500
8992802315135	MILNA BISKUIT KCG HIJAU 110g (1X48)	MKN BYI	48.00	DUS	783,216	807,000	0
8992802315074	MILNA BISKUIT ORI 110g (1X48)	MKN BYI	1.00	PCS	16,317	19,000	17,500
8992802315074	MILNA BISKUIT ORI 110g (1X48)	MKN BYI	48.00	DUS	783,216	807,000	0
8992802315081	MILNA BISKUIT PISANG 110g(1X48)	MKN BYI	1.00	PCS	16,317	19,000	17,500
8992802315081	MILNA BISKUIT PISANG 110g(1X48)	MKN BYI	48.00	DUS	783,216	807,000	0
7622210515285	MINI OREO ORGNL 20.4g(1X6X10)	MKAN	1.00	PCS	1,715	2,000	0
7622210515285	MINI OREO ORGNL 20.4g(1X6X10)	MKAN	10.00	BOX	17,149	19,000	18,200
7622210515285	MINI OREO ORGNL 20.4g(1X6X10)	MKAN	60.00	DUS	102,894	106,000	0
7622300761349	MINI OREO ORIGINAL 58,4G(1X24)	MKAN	1.00	PCS	6,928	8,500	7,350
7622300761349	MINI OREO ORIGINAL 58,4G(1X24)	MKAN	24.00	DUS	166,260	171,500	0
7622300761363	MINI OREO POCH CHOCO 61,3G(1X24)	MKAN	1.00	PCS	6,486	7,500	7,000
7622300761363	MINI OREO POCH CHOCO 61,3G(1X24)	MKAN	24.00	DUS	155,664	160,500	0
7622210462534	MINI OREO STRWBRY 58,1g(1X24)	MKAN	1.00	PCS	7,219	8,500	7,800
7622210462534	MINI OREO STRWBRY 58,1g(1X24)	MKAN	24.00	DUS	173,267	178,500	0
8993176110074	MINYAK KAYU PTH 60ml(1X12)	ALT BYI	1.00	PCS	19,333	25,000	22,200
8993176110074	MINYAK KAYU PTH 60ml(1X12)	ALT BYI	12.00	LSN	231,996	239,000	0
8997001303747	MINYAK KEMIRI KUNING 63ml(1X12)	COSMETIC	1.00	PCS	5,700	7,000	6,250
8997001303747	MINYAK KEMIRI KUNING 63ml(1X12)	COSMETIC	12.00	BOX	68,400	70,500	0
8993176110098	MINYAK KYU PTH 15ml(1X12)	ALT BYI	1.00	PCS	5,600	7,500	6,500
8993176110098	MINYAK KYU PTH 15ml(1X12)	ALT BYI	12.00	LSN	67,200	69,500	0
8993176110081	MINYAK KYU PTH 30ml(1X12)	ALT BYI	1.00	PCS	10,250	13,500	12,000
8993176110081	MINYAK KYU PTH 30ml(1X12)	ALT BYI	12.00	LSN	123,001	127,000	0
8993093665473	MINYAK TAWON 900ml(1X12)	MINYAK	1.00	PCS	18,208	19,500	19,000
8993093665473	MINYAK TAWON 900ml(1X12)	MINYAK	12.00	DUS	218,500	224,000	0
8994451740030	MINYAKITA BTL 1L(1X12)	MINYAK	1.00	PCS	17,083	18,500	17,800
8994451740030	MINYAKITA BTL 1L(1X12)	MINYAK	12.00	DUS	205,000	209,000	0
8997213384145	MINYAKITA STAND POUCH 1L (1X12)	MINYAK	1.00	PCS	17,750	19,000	18,500
8997213384145	MINYAKITA STAND POUCH 1L (1X12)	MINYAK	12.00	DUS	213,000	217,500	0
8992745550488	MITU 100G CLASIC(1X12)	ALT BYI	1.00	PCS	6,424	8,000	6,850
8992745550488	MITU 100G CLASIC(1X12)	ALT BYI	12.00	LSN	77,088	79,500	0
8992745380689	MITU 100G FLORAL(1X12)	ALT BYI	1.00	PCS	6,424	8,000	6,850
8992745380689	MITU 100G FLORAL(1X12)	ALT BYI	12.00	LSN	77,088	79,500	0
8992745380160	MITU 200G CLASIC(1X12)	ALT BYI	1.00	PCS	11,966	14,500	13,000
8992745380160	MITU 200G CLASIC(1X12)	ALT BYI	12.00	LSN	143,589	148,000	0
8992745550426	MITU 200G FLORAL(1X12)	ALT BYI	1.00	PCS	11,966	16,000	12,700
8992745550426	MITU 200G FLORAL(1X12)	ALT BYI	12.00	LSN	143,589	148,000	0
8992745326724	MITU 50+25g FLORAL(1X6X6)	ALT BYI	1.00	PCS	3,807	5,000	4,250
8992745326724	MITU 50+25g FLORAL(1X6X6)	ALT BYI	6.00	PAK	22,844	24,000	0
8992745326724	MITU 50+25g FLORAL(1X6X6)	ALT BYI	36.00	DUS	137,060	140,000	0
8992745326816	MITU CLASSIC 50+25G(1X6)	ALT BYI	1.00	PCS	3,807	5,000	4,250
8992745326816	MITU CLASSIC 50+25G(1X6)	ALT BYI	6.00	PAK	22,844	24,000	0
8992745326816	MITU CLASSIC 50+25G(1X6)	ALT BYI	36.00	DUS	137,063	140,000	0
8992745550532	MITU TISU BASAH ANTISEP(BUY1GET1)1x24	TISU	1.00	PCS	12,665	15,000	13,250
8992745550532	MITU TISU BASAH ANTISEP(BUY1GET1)1x24	TISU	24.00	DUS	303,962	313,081	0
8991906101569	MLD 16 FRESH COLA(1X10)	ROKOK	1.00	PCS	29,500	31,000	30,250
8991906101569	MLD 16 FRESH COLA(1X10)	ROKOK	10.00	SLOF	295,000	298,000	0
8999999609061	MLT BLOMING 10ML(32x12)	MOLTO RCG	1.00	PCS	342	500	0
8999999609061	MLT BLOMING 10ML(32x12)	MOLTO RCG	12.00	RCG	4,103	5,000	4,500
8999999609061	MLT BLOMING 10ML(32x12)	MOLTO RCG	384.00	DUS	131,304	136,500	0
8999999608996	MLT ELGNTFRNCH 11ml(1x32x12)	MOLTO RCG	1.00	PCS	342	500	0
8999999608996	MLT ELGNTFRNCH 11ml(1x32x12)	MOLTO RCG	12.00	RCG	4,103	5,000	4,500
8999999608996	MLT ELGNTFRNCH 11ml(1x32x12)	MOLTO RCG	384.00	DUS	131,304	136,500	0
8999999609047	MLT MRNG FRSH 10ml(1X32X12)	MOLTO RCG	1.00	PCS	349	500	0
8999999609047	MLT MRNG FRSH 10ml(1X32X12)	MOLTO RCG	12.00	RCG	4,191	5,000	4,500
8999999609047	MLT MRNG FRSH 10ml(1X32X12)	MOLTO RCG	384.00	DUS	134,097	136,500	0
8999999609030	MLT SUNSHNBLMY 11ml(1x32x12)	MOLTO RCG	1.00	PCS	351	500	0
8999999609030	MLT SUNSHNBLMY 11ml(1x32x12)	MOLTO RCG	12.00	RCG	4,215	5,000	4,500
8999999609030	MLT SUNSHNBLMY 11ml(1x32x12)	MOLTO RCG	384.00	DUS	134,895	136,500	0
8999999584788	MLT SWEETKRN 11ml(1x32x12)	MOLTO RCG	1.00	PCS	342	500	0
8999999584788	MLT SWEETKRN 11ml(1x32x12)	MOLTO RCG	12.00	RCG	4,103	5,000	4,500
8999999584788	MLT SWEETKRN 11ml(1x32x12)	MOLTO RCG	384.00	DUS	131,304	136,500	0
8999999609054	MLT SWETKRN 10ML (1X32X12)	MOLTO RCG	1.00	PCS	342	500	0
8999999609054	MLT SWETKRN 10ML (1X32X12)	MOLTO RCG	12.00	RCG	4,103	5,000	4,500
8999999609054	MLT SWETKRN 10ML (1X32X12)	MOLTO RCG	384.00	DUS	131,296	136,500	0
8999999609078	MLT WHTPURE 11ml(1X32X12)	MOLTO RCG	1.00	PCS	350	500	0
8999999609078	MLT WHTPURE 11ml(1X32X12)	MOLTO RCG	12.00	RCG	4,194	5,000	4,500
8999999609078	MLT WHTPURE 11ml(1X32X12)	MOLTO RCG	384.00	DUS	134,223	136,500	0
8850389108277	MOGU MOGU CCNT  320ml(1X24)	MNM	1.00	PCS	9,750	12,000	10,500
8850389108277	MOGU MOGU CCNT  320ml(1X24)	MNM	24.00	DUS	234,000	241,000	0
8850389108314	MOGU MOGU GRAPE  320ml(1x24)	MNM	1.00	PCS	9,400	11,500	10,000
8850389108314	MOGU MOGU GRAPE  320ml(1x24)	MNM	24.00	DUS	225,600	232,500	0
8850389108062	MOGU MOGU LECI 320ml(1x24)	MNM	1.00	PCS	9,400	11,500	10,000
8850389108062	MOGU MOGU LECI 320ml(1x24)	MNM	24.00	DUS	225,600	232,500	0
8850389111352	MOGU MOGU MELON 320ML(1x24)	MNM	1.00	PCS	9,400	11,500	10,000
8850389111352	MOGU MOGU MELON 320ML(1x24)	MNM	24.00	DUS	225,600	232,000	0
8850389108048	MOGU MOGU MNGO  320ml(1x24)	MNM	1.00	PCS	9,400	11,500	10,000
8850389108048	MOGU MOGU MNGO  320ml(1x24)	MNM	24.00	DUS	225,600	232,500	0
8850389108055	MOGU MOGU STRWBERY  320ml(1x24)	MNM	1.00	PCS	9,400	11,500	10,000
8850389108055	MOGU MOGU STRWBERY  320ml(1x24)	MNM	24.00	DUS	225,600	232,000	0
089686960280	MOKO MOKO L28(1X6)	POPOK	1.00	PCS	36,667	43,000	39,000
089686960280	MOKO MOKO L28(1X6)	POPOK	6.00	DUS	220,000	227,000	0
089686960433	MOKO MOKO M3(1X4X12)	POPOK	1.00	PCS	4,167	5,000	0
089686960433	MOKO MOKO M3(1X4X12)	POPOK	4.00	RCG	16,667	18,500	17,500
089686960433	MOKO MOKO M3(1X4X12)	POPOK	72.00	DUS	300,000	309,000	0
089686960273	MOKO MOKO M32(1X6)	POPOK	1.00	PCS	36,667	42,500	39,000
089686960273	MOKO MOKO M32(1X6)	POPOK	6.00	DUS	220,000	227,000	0
089686960297	MOKO MOKO XL26(1X6)	POPOK	1.00	PCS	36,667	43,000	38,900
089686960297	MOKO MOKO XL26(1X6)	POPOK	6.00	DUS	220,000	227,000	0
8999999615406	MOLTO AQUA SAPHIRE 11ML(1X32X12)	MOLTO RCG	1.00	RCG	3,966	5,000	4,500
8999999615406	MOLTO AQUA SAPHIRE 11ML(1X32X12)	MOLTO RCG	32.00	DUS	126,927	131,000	0
8999999571535	MOLTO HIJAB RFL 765ml(1X12)	MOLTO REF	1.00	PCS	10,434	12,500	11,250
8999999571535	MOLTO HIJAB RFL 765ml(1X12)	MOLTO REF	12.00	DUS	125,208	130,000	0
8999999615390	MOLTO PREM GOLD ORCHID 11ML(1X32X12)	MOLTO RCG	1.00	RCG	3,966	4,500	4,250
8999999615390	MOLTO PREM GOLD ORCHID 11ML(1X32X12)	MOLTO RCG	32.00	DUS	126,927	130,000	0
8999999615413	MOLTO RED DIAMOND ROSE 11ML(1X32X12)	MOLTO RCG	1.00	RCG	3,910	5,000	4,500
8999999615413	MOLTO RED DIAMOND ROSE 11ML(1X32X12)	MOLTO RCG	32.00	DUS	125,123	131,000	0
8999999571580	MOLTO RFL ACTIEFRS BLU 765ml(12)	MOLTO REF	1.00	PCS	10,513	12,500	11,250
8999999571580	MOLTO RFL ACTIEFRS BLU 765ml(12)	MOLTO REF	12.00	DUS	126,154	130,000	0
8999999611934	MOLTO TRIKA BUY 300ML(1X8X3)	MOLTO REF	1.00	PAK	8,109	10,000	9,000
8999999611934	MOLTO TRIKA BUY 300ML(1X8X3)	MOLTO REF	8.00	DUS	64,871	67,000	0
8992775713235	MOUNTEA APPLE 160ML(1X24)	MNM 1000	1.00	DUS	19,100	21,000	0
8992775713297	MOUNTEA BLACKCURRENT 160ML(1X24)	MNM 1000	1.00	DUS	19,100	21,000	20,000
8992775713334	MOUNTEA MAXX KOREAN GRAPE 340ML(1X12)	MNM	1.00	PCS	2,835	3,500	3,000
8992775713334	MOUNTEA MAXX KOREAN GRAPE 340ML(1X12)	MNM	12.00	DUS	34,020	35,000	0
MULTI160	MULTI 160(1x60)	TISU	1.00	PCS	5,333	6,000	5,500
MULTI160	MULTI 160(1x60)	TISU	60.00	DUS	250,000	300,000	0
8999908054203	MY BABY BTNG SWEET FLORAL60G(1X144)	ALT BYI	1.00	PCS	3,501	4,000	3,750
8999908054203	MY BABY BTNG SWEET FLORAL60G(1X144)	ALT BYI	144.00	DUS	504,144	509,500	0
8999908208101	MY BABY HEALTHY PWDR 90+23G(1X6)	ALT BYI	1.00	PCS	6,501	8,000	7,000
8999908208101	MY BABY HEALTHY PWDR 90+23G(1X6)	ALT BYI	6.00	PAK	39,006	40,500	0
8999908764201	MY BABY KIDS FRESH ACTIVE 100ML(1X6)	ALT BYI	1.00	PCS	12,500	15,000	13,250
8999908764201	MY BABY KIDS FRESH ACTIVE 100ML(1X6)	ALT BYI	6.00	PAK	75,000	77,500	0
8999908971005	MY BABY KIDS LIVELY FUN 100ML(1x6)	ALT BYI	1.00	PCS	12,500	15,000	13,250
8999908971005	MY BABY KIDS LIVELY FUN 100ML(1x6)	ALT BYI	6.00	PAK	75,000	77,500	0
8999908763808	MY BABY KIDS SHMPO BLUE 180ml(1X12)	ALT BYI	1.00	PCS	13,000	17,000	14,500
8999908763808	MY BABY KIDS SHMPO BLUE 180ml(1X12)	ALT BYI	12.00	LSN	156,000	161,000	0
8999908763600	MY BABY KIDS SHMPO PNK 180ml(1X12)	ALT BYI	1.00	PCS	13,000	17,000	14,500
8999908763600	MY BABY KIDS SHMPO PNK 180ml(1X12)	ALT BYI	12.00	LSN	156,000	161,000	0
8999908764102	MY BABY KIDS SWEET BLSOM 100ML(1X6)	ALT BYI	1.00	PCS	12,500	15,000	13,250
8999908764102	MY BABY KIDS SWEET BLSOM 100ML(1X6)	ALT BYI	6.00	PAK	75,000	77,500	0
8999908208200	MY BABY N&S 90+23G(1X6)	ALT BYI	1.00	PCS	6,501	10,000	7,800
8999908208200	MY BABY N&S 90+23G(1X6)	ALT BYI	6.00	PAK	39,006	40,000	0
8999908042804	MY BABY PWDER BIANG K 135+34g(1X6)	ALT BYI	1.00	PCS	8,751	10,500	9,500
8999908042804	MY BABY PWDER BIANG K 135+34g(1X6)	ALT BYI	6.00	PAK	52,506	54,000	0
8999908988201	MY BABY PWDER CORN 50g(1X12)	ALT BYI	1.00	PCS	3,000	4,000	3,250
8999908988201	MY BABY PWDER CORN 50g(1X12)	ALT BYI	12.00	LSN	36,000	37,000	0
8999908042507	MY BABY PWDER HEALTY 135+34g(1X6)	ALT BYI	1.00	PCS	8,751	10,500	9,300
8999908042507	MY BABY PWDER HEALTY 135+34g(1X6)	ALT BYI	6.00	PAK	52,506	54,500	0
8999908053909	MY BABY PWDR NOI&SMTH 135g+34g(1X6)	ALT BYI	1.00	PCS	8,751	10,500	9,500
8999908053909	MY BABY PWDR NOI&SMTH 135g+34g(1X6)	ALT BYI	6.00	PAK	52,506	54,000	0
8999908986702	MY BABY SHMPO ALPUKT 100ml(1X12)	ALT BYI	1.00	PCS	6,000	8,000	6,500
8999908986702	MY BABY SHMPO ALPUKT 100ml(1X12)	ALT BYI	12.00	LSN	72,000	74,000	0
8999908986900	MY BABY SHMPO MADU 100ml(1X48)	ALT BYI	1.00	PCS	6,000	8,000	6,500
8999908986900	MY BABY SHMPO MADU 100ml(1X48)	ALT BYI	48.00	DUS	288,000	297,000	0
8999908043009	MY BABY SOAP BLUE  60G(1X144)	ALT BYI	1.00	PCS	3,501	5,000	4,250
8999908043009	MY BABY SOAP BLUE  60G(1X144)	ALT BYI	144.00	DUS	504,144	555,000	0
8999908392800	MY BABY TELON 150ml(1X12)	ALT BYI	1.00	PCS	27,500	36,000	32,000
8999908392800	MY BABY TELON 150ml(1X12)	ALT BYI	12.00	PAK	330,000	350,000	0
8999908392800	MY BABY TELON 150ml(1X12)	ALT BYI	48.00	DUS	1,320,048	1,360,000	0
8999908204202	MY BABY TELON 60ml(1X5X12)	ALT BYI	1.00	PCS	14,000	17,000	15,250
8999908204202	MY BABY TELON 60ml(1X5X12)	ALT BYI	12.00	PAK	168,000	165,000	0
8999908204202	MY BABY TELON 60ml(1X5X12)	ALT BYI	60.00	DUS	840,000	800,500	0
8999908318305	MY BABY TELON 90+23G	ALT BYI	1.00	PCS	10,417	14,000	12,250
8999908318305	MY BABY TELON 90+23G	ALT BYI	6.00	PAK	62,502	66,500	0
8999908284907	MY BABY TELON 90ml(1X5X12)	ALT BYI	1.00	PCS	17,850	23,500	21,000
8999908284907	MY BABY TELON 90ml(1X5X12)	ALT BYI	12.00	PAK	214,200	228,000	0
8999908284907	MY BABY TELON 90ml(1X5X12)	ALT BYI	60.00	DUS	1,071,000	1,104,000	0
8999908059802	MYBBY  PWDER FRSH&MOIS 50g(1X6)	ALT BYI	1.00	PCS	2,958	4,000	3,250
8999908059802	MYBBY  PWDER FRSH&MOIS 50g(1X6)	ALT BYI	6.00	PAK	17,750	18,500	0
8999908042408	MYBBY  PWDER HEALTY 50g(1X6)	ALT BYI	1.00	PCS	2,958	4,000	3,200
8999908042408	MYBBY  PWDER HEALTY 50g(1X6)	ALT BYI	6.00	PAK	17,750	18,500	0
8999908053800	MYBBY NOU&SMOOTH 50G(1X6)	ALT BYI	1.00	PCS	2,958	3,500	3,200
8999908053800	MYBBY NOU&SMOOTH 50G(1X6)	ALT BYI	6.00	PAK	17,750	18,500	0
8993175535885	NABATI CKLT 37g(1X80)	MKAN	1.00	PCS	1,613	2,000	1,774
8993175535885	NABATI CKLT 37g(1X80)	MKAN	80.00	DUS	129,000	134,000	0
8993175562447	NABATI COCOPAN 39G(1X80)	MKAN	1.00	PCS	1,564	2,000	1,750
8993175562447	NABATI COCOPAN 39G(1X80)	MKAN	80.00	DUS	125,120	129,000	0
8993175558334	NABATI GOGUMA 39G(1X80)	MKAN	1.00	PCS	1,564	2,000	1,750
8993175558334	NABATI GOGUMA 39G(1X80)	MKAN	80.00	DUS	125,120	129,000	0
8993175544955	NABATI KLG PINK LAVA 240G(1X6)	MKAN	1.00	PCS	21,667	25,500	23,000
8993175544955	NABATI KLG PINK LAVA 240G(1X6)	MKAN	6.00	DUS	130,000	133,000	0
8993175540414	NABATI KLG WHITE 240G(1X6)	MKAN	1.00	PCS	21,667	25,500	23,000
8993175540414	NABATI KLG WHITE 240G(1X6)	MKAN	6.00	DUS	130,000	133,000	0
8993175545006	NABATI PINK LAVA 15G(1X12X10)	MKAN	1.00	PCS	779	1,000	0
8993175545006	NABATI PINK LAVA 15G(1X12X10)	MKAN	10.00	PAK	7,794	9,000	8,450
8993175545006	NABATI PINK LAVA 15G(1X12X10)	MKAN	120.00	DUS	93,526	101,000	0
8993175542241	NABATI PINK LAVA 37G(1X80)	MKAN	1.00	PCS	1,564	2,000	1,750
8993175542241	NABATI PINK LAVA 37G(1X80)	MKAN	80.00	DUS	125,120	128,874	0
8993175541640	NABATI RICH COCHO 15G(1X12X10)	MKAN	1.00	PCS	779	1,000	0
8993175541640	NABATI RICH COCHO 15G(1X12X10)	MKAN	10.00	PAK	7,794	9,000	8,750
8993175541640	NABATI RICH COCHO 15G(1X12X10)	MKAN	120.00	DUS	93,526	102,000	0
8993175541626	NABATI RICHEESE 15(1X12X10)	MKAN	1.00	PCS	779	1,000	0
8993175541626	NABATI RICHEESE 15(1X12X10)	MKAN	10.00	PAK	7,794	9,000	8,750
8993175541626	NABATI RICHEESE 15(1X12X10)	MKAN	120.00	DUS	93,526	102,000	0
8993175535878	NABATI RICHESSE 37g(1X80)	MKAN	1.00	PCS	1,613	2,000	1,775
8993175535878	NABATI RICHESSE 37g(1X80)	MKAN	80.00	DUS	129,000	134,000	0
8993175531993	NABATI SIIP CHEESE  80G(1X8X20)	MKAN	1.00	PCS	420	500	0
8993175531993	NABATI SIIP CHEESE  80G(1X8X20)	MKAN	20.00	BOX	8,401	9,500	8,950
8993175531993	NABATI SIIP CHEESE  80G(1X8X20)	MKAN	160.00	DUS	67,204	69,500	0
8993175531986	NABATI SIIP ROASTED CORN 20G(1X15X20)	MKAN	1.00	PCS	413	500	0
8993175531986	NABATI SIIP ROASTED CORN 20G(1X15X20)	MKAN	20.00	BOX	8,267	9,500	8,800
8993175531986	NABATI SIIP ROASTED CORN 20G(1X15X20)	MKAN	300.00	DUS	124,000	128,236	0
8993175531696	NABATI SIP CHOCO 4G(1X15X20)	MKAN	1.00	PCS	413	500	0
8993175531696	NABATI SIP CHOCO 4G(1X15X20)	MKAN	20.00	BOX	8,267	9,599	8,800
8993175531696	NABATI SIP CHOCO 4G(1X15X20)	MKAN	300.00	DUS	124,000	128,000	0
8993175568173	NABATI STRAWBWRRY 37G(1X80)	MKAN	1.00	PCS	1,564	2,000	1,750
8993175568173	NABATI STRAWBWRRY 37G(1X80)	MKAN	80.00	DUS	125,120	129,000	0
8993175568159	NABATI STW 15G(1X12X10)	MKAN	1.00	PCS	850	1,000	0
8993175568159	NABATI STW 15G(1X12X10)	MKAN	10.00	PAK	8,500	9,500	9,000
8993175568159	NABATI STW 15G(1X12X10)	MKAN	120.00	DUS	102,000	105,000	0
8993175539517	NABATI WHITE 37g(1X80)	MKAN	1.00	PCS	1,613	2,000	1,775
8993175539517	NABATI WHITE 37g(1X80)	MKAN	80.00	DUS	129,000	134,000	0
NAGOYALAST	NAGOYA BARA(1X20X50)	KOREK	1.00	PCS	1,900	3,500	0
NAGOYALAST	NAGOYA BARA(1X20X50)	KOREK	50.00	PAK	95,000	104,500	100,750
NAGOYALAST	NAGOYA BARA(1X20X50)	KOREK	1,000.00	DUS	1,900,000	1,957,000	0
NAGOYA1000	NAGOYA KOREK 1000(1X20X50)	KOREK	1.00	PCS	740	1,000	0
NAGOYA1000	NAGOYA KOREK 1000(1X20X50)	KOREK	50.00	PAK	37,000	41,000	39,250
NAGOYA1000	NAGOYA KOREK 1000(1X20X50)	KOREK	1,000.00	DUS	740,000	762,500	0
9556001288547	NESCAFE CAPUCINO 220ML(1X24)	KOPI	1.00	PCS	6,446	8,000	7,000
9556001288547	NESCAFE CAPUCINO 220ML(1X24)	KOPI	24.00	DUS	154,708	160,000	0
9556001288561	NESCAFE CARAMEL 220ML(1X24)	KOPI	1.00	PCS	6,446	8,000	7,000
9556001288561	NESCAFE CARAMEL 220ML(1X24)	KOPI	24.00	DUS	154,708	160,000	0
9556001288592	NESCAFE LATE 220ML(1X24)	KOPI	1.00	PCS	6,446	8,000	7,000
9556001288592	NESCAFE LATE 220ML(1X24)	KOPI	24.00	DUS	154,708	160,000	0
8993175569910	NEXTAR BRONIS COKLAT 27G(1X8X12+1)	MKAN	1.00	PCS	1,451	2,000	0
8993175569910	NEXTAR BRONIS COKLAT 27G(1X8X12+1)	MKAN	13.00	BOX	18,861	21,500	20,500
8993175569910	NEXTAR BRONIS COKLAT 27G(1X8X12+1)	MKAN	104.00	DUS	150,891	160,000	0
8993175569675	NEXTAR CHESEECAKE PIE 26G(1X12+1)	MKAN	1.00	PCS	1,542	2,000	0
8993175569675	NEXTAR CHESEECAKE PIE 26G(1X12+1)	MKAN	13.00	BOX	20,040	22,000	21,500
